ID,sal_mean,temp_mean,vel_mean,sam_ef,pH,SurveyID,Dive,slope,tpi20km,Ox,mud,plancurv,profcur,aspect2000
459908,34.97922134399414,4.7078471183776855,0.09270942211151124,4555,7.990617752075195,HB1302,TC20,19.27005958557129,174.16741943359375,216.83560180664065,0.9709614515304564,-1.754130789777264e-4,-8.036132931010798e-5,158.1859130859375
459909,34.97896194458008,4.696177959442139,0.09023439884185792,1046,7.990284442901611,HB1302,TC20,17.903406143188477,160.90858459472656,217.80111694335935,1,1.574609341332689e-4,1.5773827908560634e-4,151.2552490234375
460635,34.972633361816406,4.588858127593994,0.09581580758094788,7604,7.989673137664795,HB1302,TC21,15.803250312805176,150.53013610839844,219.98834228515625,0.9720170497894288,3.700488377944566e-5,-8.096679812297225e-5,103.70793151855467
465639,35.1063346862793,7.433330059051514,0.05780157074332237,2919,8.029707908630371,EX1905L2,EX1905L207,12.152337074279783,209.9605255126953,202.5847930908203,0.3512612581253052,2.1728516003349796e-5,-2.3543945280835032e-4,239.5232391357422
465640,35.120540618896484,7.935379028320312,0.07771000266075134,3919,8.029738426208496,EX1905L2,EX1905L207,17.75494384765625,212.90245056152344,202.3455352783203,0.2011861801147461,4.951367372996174e-5,1.4528418250847608e-4,277.1727294921875
465702,34.99739074707031,5.034442901611328,0.1438521295785904,8650,7.99484920501709,HB1302,TC7,17.227733612060547,153.58944702148438,207.96827697753903,0,1.1034667841158809e-4,-7.150488090701401e-5,227.0684814453125
466428,34.992427825927734,4.950224876403809,0.12809939682483673,5650,7.994649410247803,HB1302,TC8,17.12822723388672,138.79478454589844,208.9493103027344,0,4.890819764113985e-5,-2.789551035675686e-5,98.15422821044922
466429,34.98850631713867,4.875142574310303,0.10970117896795271,12750,7.993721961975098,HB1302,TC8,16.748647689819336,128.9747772216797,210.4689788818359,0,6.234863394638523e-5,-2.5363086024299264e-4,187.3846435546875
467155,34.98486328125,4.808045387268066,0.1033862978219986,7883,7.993812084197998,HB1302,TC8,13.256414413452148,115.3059310913086,211.70957946777344,0,-1.1646289203781636e-4,3.1762694561621174e-5,101.75079345703124
468612,34.96284103393555,4.4180827140808105,0.0708891972899437,5193,7.990898609161377,HB1302,TC9,21.296098709106445,28.735902786254883,220.8971710205078,0.02348212711513042,2.0269726519472897e-4,-7.906543032731861e-5,225.4528045654297
468613,34.96380615234375,4.4332380294799805,0.0807989314198494,565,7.990513324737549,HB1302,TC9,13.749944686889648,15.538460731506348,222.08151245117188,0.13194893300533295,4.6503887460858095e-6,3.745507638086565e-5,213.74224853515625
469339,34.95454788208008,4.274842739105225,0.06626776605844498,5869,7.99049186706543,HB1302,TC9,14.446215629577637,1.8696041107177737,223.39349365234375,0.30022621154785156,4.0656250348547474e-5,-1.7265039787162095e-4,203.43118286132813
470064,34.956298828125,4.309384346008301,0.06830252707004547,1322,7.990302085876465,HB1302,TC10,13.1635160446167,5.901448726654053,223.9015350341797,0.5033712387084961,7.287402695510536e-5,6.40429716440849e-5,87.97307586669922
470065,34.950592041015625,4.207432746887207,0.0913681909441948,5701,7.990193367004395,HB1302,TC10,15.202937126159668,-9.5476226806640625,224.8956756591797,0.5037493705749512,4.0198243368649855e-5,-1.7392578229191713e-5,88.78446960449219
470066,34.94773864746094,4.154897212982178,0.08846904337406158,2122,7.990084648132324,HB1302,TC10,10.471196174621582,-24.996694564819336,225.8898162841797,0.510448157787323,-4.238085966790095e-5,-1.9968164269812405e-4,140.83197021484375
470793,34.941646575927734,4.039667129516602,0.09179310500621796,2441,7.989677906036377,HB1302,TC10,10.372831344604492,-51.86299133300781,228.38612365722656,0.535335123538971,-4.428124884725548e-5,-1.403896458214149e-4,107.40591430664064
473702,34.91888427734375,3.5359601974487305,0.03729788959026337,7355,7.988997936248779,HB1302,TC11,8.783829689025879,-137.07110595703125,238.09024047851565,0.5551130175590515,-2.0488283553277142e-5,-2.0906249119434503e-4,106.10356903076172
473703,34.917213439941406,3.494596004486084,0.04423828795552254,9994,7.989007472991943,HB1302,TC12,13.072626113891602,-155.08413696289065,238.9397735595703,0.5344027876853943,-9.580761980032548e-5,-2.020312604145147e-5,238.77105712890625
473704,34.915184020996094,3.443697929382324,0.04896175488829613,3168,7.988941192626953,HB1302,TC12,11.675636291503906,-173.09716796875,239.85614013671875,0.5143929123878479,-5.836621130583808e-5,1.1068554886151104e-4,242.61477661132813
474430,34.91520309448242,3.446803569793701,0.04507576674222946,7981,7.9888129234313965,HB1302,TC12,10.243741989135742,-153.2685089111328,241.1016540527344,0.5273498892784119,-4.28203129558824e-5,-1.317099668085575e-4,244.09873962402344
475833,35.0041618347168,5.085008144378662,0.11262422055006029,375,7.995972633361816,HB1504,HB1504-TC4,15.217962265014648,170.84310913085938,205.5511016845703,0.0259924866259098,5.443652480607852e-5,-7.124609692255035e-5,185.65626525878903
